 , ,,,,,,,,
Time,2023-06-03 08:37:36.356103591 +0100 BST m=+0.104630190,,,,,,,,
Toponame,./config/pi_nodes.csv,,,,,,,,
RequestFile,./config/sorted.csv,,,,,,,,
MemCap,1000,,,,,,,,
NodeNum,10,,,,,,,,
Beta,1,,,,,,,,
SlotNum,30,,,,,,,,
ReduFactor,10000,,,,,,,,cold-start
Token,local,,,,,,,,
Alpha,0.001,,,,,,,,
CommCostPara,1,,,,,,,,0.35
Testbed,0,,,,,,,,0.37
CpuFreq,3,,,,,,,,0.38
 , ,,,,,,,,0.37
ID,funcType,commCost,runCost,instanCost,iscold,singlecost,,,0.35
15704,4,0.55,1.38,0,0,1.92,,,
192,2,0,2.38,0,0,2.38,,,
193,2,1.5,2.38,0,0,3.89,,,
8616,3,1.04,4.97,0,0,6,,,
15707,4,0.55,1.38,0,0,1.92,,,
201,2,0,2.38,0,0,2.38,,,
202,2,1.5,2.38,0,0,3.89,,,
8623,3,1.04,4.97,0,0,6,,,
15710,4,0.55,1.38,0,0,1.92,,,
210,2,0,2.38,0,0,2.38,,,
211,2,1.5,2.38,0,0,3.89,,,
8630,3,1.04,4.97,0,0,6,,,
15713,4,0,1.38,30.59,1,31.97,,,
15715,4,0,1.38,30.59,1,31.97,,,
219,2,0,2.38,0,0,2.38,,,
220,2,1.5,2.38,0,0,3.89,,,
8637,3,1.04,4.97,0,0,6,,,
15716,4,0.55,1.38,0,0,1.92,,,
228,2,0,2.38,0,0,2.38,,,
229,2,1.5,2.38,0,0,3.89,,,
8644,3,1.04,4.97,0,0,6,,,
15719,4,0.55,1.38,0,0,1.92,,,
237,2,0,2.38,0,0,2.38,,,
238,2,1.5,2.38,0,0,3.89,,,
8651,3,1.04,4.97,0,0,6,,,
15722,4,0.55,1.38,0,0,1.92,,,
246,2,0,2.38,0,0,2.38,,,
247,2,1.5,2.38,0,0,3.89,,,
8658,3,1.04,4.97,0,0,6,,,
15725,4,0.55,1.38,0,0,1.92,,,
255,2,0,2.38,0,0,2.38,,,
256,2,1.5,2.38,0,0,3.89,,,
8665,3,1.04,4.97,0,0,6,,,
15728,4,0.55,1.38,0,0,1.92,,,
264,2,0,2.38,0,0,2.38,,,
265,2,1.5,2.38,0,0,3.89,,,
8672,3,1.04,4.97,0,0,6,,,
15731,4,0.55,1.38,0,0,1.92,,,
273,2,0,2.38,0,0,2.38,,,
274,2,1.5,2.38,0,0,3.89,,,
8679,3,1.04,4.97,0,0,6,,,
15734,4,0.55,1.38,0,0,1.92,,,
coldnum,servednum,totalnum,coldfreq,commcost,instancost,latencycost,runcost,avgcost,
72,194,581,0.37,0.46,20.24,20.71,2.64,23.35,
 , ,,,,,,,,
Time,2023-06-03 08:37:58.000652032 +0100 BST m=+0.094416456,,,,,,,,
Toponame,./config/pi_nodes.csv,,,,,,,,
RequestFile,./config/sorted.csv,,,,,,,,
MemCap,1000,,,,,,,,
NodeNum,10,,,,,,,,
Beta,1,,,,,,,,
SlotNum,30,,,,,,,,
ReduFactor,10000,,,,,,,,
Token,local,,,,,,,,
Alpha,0.01,,,,,,,,
CommCostPara,1,,,,,,,,
Testbed,0,,,,,,,,
CpuFreq,3,,,,,,,,
 , ,,,,,,,,
ID,funcType,commCost,runCost,instanCost,iscold,singlecost,,,
0,1,0,1.68,18.62,1,20.29,,,
1,1,0,1.68,18.62,1,20.29,,,
2,1,0,1.68,18.62,1,20.29,,,
3,1,0,1.68,18.62,1,20.29,,,
4,1,0,1.68,18.62,1,20.29,,,
5,1,0,1.68,18.62,1,20.29,,,
6,1,0,1.68,18.62,1,20.29,,,
7,1,0,1.68,18.62,1,20.29,,,
8,2,0,4.77,52.98,1,57.75,,,
9,2,0,4.77,52.98,1,57.75,,,
10,2,0,4.77,52.98,1,57.75,,,
11,2,0,4.77,52.98,1,57.75,,,
12,2,0,4.77,52.98,1,57.75,,,
13,2,0,4.77,52.98,1,57.75,,,
14,2,0,4.77,52.98,1,57.75,,,
15,2,0,4.77,52.98,1,57.75,,,
16,2,0,4.77,52.98,1,57.75,,,
8475,3,0,9.93,110.37,1,120.3,,,
8478,3,0,9.93,110.37,1,120.3,,,
8479,3,0,9.93,110.37,1,120.3,,,
8480,3,0,9.93,110.37,1,120.3,,,
8481,3,0,9.93,110.37,1,120.3,,,
8482,3,0,9.93,110.37,1,120.3,,,
15650,4,0,2.75,30.59,1,33.34,,,
17,2,0,4.77,0,0,4.77,,,
18,2,0,4.77,0,0,4.77,,,
19,2,1.38,4.77,0,0,6.15,,,
20,2,0,4.77,52.98,1,57.75,,,
22,2,0,4.77,52.98,1,57.75,,,
23,2,0,4.77,52.98,1,57.75,,,
24,2,0,4.77,52.98,1,57.75,,,
25,2,0,4.77,52.98,1,57.75,,,
8483,3,0,9.93,0,0,9.93,,,
8484,3,1.38,9.93,0,0,11.32,,,
8487,3,0,9.93,110.37,1,120.3,,,
8488,3,0,9.93,110.37,1,120.3,,,
8489,3,0,9.93,110.37,1,120.3,,,
15651,4,0.47,2.75,0,0,3.22,,,
15652,4,0,2.75,30.59,1,33.34,,,
26,2,0,4.77,0,0,4.77,,,
27,2,1.38,4.77,0,0,6.15,,,
29,2,0,4.77,52.98,1,57.75,,,
30,2,0,4.77,52.98,1,57.75,,,
31,2,0,4.77,52.98,1,57.75,,,
33,2,0,4.77,52.98,1,57.75,,,
34,2,0,4.77,52.98,1,57.75,,,
8490,3,0,9.93,0,0,9.93,,,
8491,3,1.5,9.93,0,0,11.44,,,
8495,3,0,9.93,110.37,1,120.3,,,
8496,3,0,9.93,110.37,1,120.3,,,
15654,4,0.47,2.75,0,0,3.22,,,
15655,4,0,2.75,30.59,1,33.34,,,
35,2,0,4.77,0,0,4.77,,,
36,2,1.38,4.77,0,0,6.15,,,
37,2,0.46,4.77,0,0,5.23,,,
40,2,0,4.77,52.98,1,57.75,,,
42,2,0,4.77,52.98,1,57.75,,,
43,2,0,4.77,52.98,1,57.75,,,
8497,3,0,9.93,0,0,9.93,,,
8498,3,1.5,9.93,0,0,11.44,,,
15657,4,0.47,2.75,0,0,3.22,,,
15658,4,0,2.75,30.59,1,33.34,,,
44,2,0,4.77,0,0,4.77,,,
45,2,1.38,4.77,0,0,6.15,,,
46,2,0,4.77,52.98,1,57.75,,,
49,2,0,4.77,52.98,1,57.75,,,
8504,3,1.5,9.93,0,0,11.44,,,
15660,4,0.47,2.75,0,0,3.22,,,
15661,4,0,2.75,30.59,1,33.34,,,
53,2,0,4.77,0,0,4.77,,,
54,2,1.38,4.77,0,0,6.15,,,
55,2,0,4.77,52.98,1,57.75,,,
60,2,0,4.77,52.98,1,57.75,,,
61,2,0,4.77,52.98,1,57.75,,,
8511,3,1.5,9.93,0,0,11.44,,,
15663,4,0.47,2.75,0,0,3.22,,,
15664,4,0,2.75,30.59,1,33.34,,,
62,2,0,4.77,0,0,4.77,,,
63,2,1.38,4.77,0,0,6.15,,,
68,2,0,4.77,52.98,1,57.75,,,
69,2,0,4.77,52.98,1,57.75,,,
70,2,0,4.77,52.98,1,57.75,,,
8518,3,1.5,9.93,0,0,11.44,,,
15666,4,0.47,2.75,0,0,3.22,,,
15668,4,0,2.75,30.59,1,33.34,,,
71,2,0,4.77,0,0,4.77,,,
72,2,1.38,4.77,0,0,6.15,,,
77,2,0,4.77,52.98,1,57.75,,,
78,2,0,4.77,52.98,1,57.75,,,
81,2,0,4.77,52.98,1,57.75,,,
8525,3,1.5,9.93,0,0,11.44,,,
15669,4,0.47,2.75,0,0,3.22,,,
15670,4,0,2.75,30.59,1,33.34,,,
82,2,0,4.77,0,0,4.77,,,
83,2,1.5,4.77,0,0,6.27,,,
85,2,0,4.77,52.98,1,57.75,,,
8532,3,1.5,9.93,0,0,11.44,,,
8537,3,0,9.93,110.37,1,120.3,,,
15672,4,0.47,2.75,0,0,3.22,,,
91,2,0,4.77,0,0,4.77,,,
92,2,1.5,4.77,0,0,6.27,,,
98,2,0,4.77,52.98,1,57.75,,,
101,2,0,4.77,52.98,1,57.75,,,
8539,3,1.5,9.93,0,0,11.44,,,
15675,4,0,2.75,30.59,1,33.34,,,
102,2,0,4.77,0,0,4.77,,,
103,2,1.5,4.77,0,0,6.27,,,
107,2,0,4.77,52.98,1,57.75,,,
8546,3,1.5,9.93,0,0,11.44,,,
15678,4,0,2.75,0,0,2.75,,,
111,2,0,4.77,0,0,4.77,,,
112,2,1.5,4.77,0,0,6.27,,,
8553,3,1.5,9.93,0,0,11.44,,,
15681,4,0,2.75,0,0,2.75,,,
120,2,0,4.77,0,0,4.77,,,
121,2,1.5,4.77,0,0,6.27,,,
8560,3,1.5,9.93,0,0,11.44,,,
15684,4,0,2.75,30.59,1,33.34,,,
129,2,0,4.77,0,0,4.77,,,
130,2,1.5,4.77,0,0,6.27,,,
8567,3,1.5,9.93,0,0,11.44,,,
15687,4,0,2.75,0,0,2.75,,,
138,2,0,4.77,0,0,4.77,,,
139,2,1.5,4.77,0,0,6.27,,,
8574,3,1.5,9.93,0,0,11.44,,,
15690,4,0,2.75,0,0,2.75,,,
147,2,0,4.77,0,0,4.77,,,
148,2,1.5,4.77,0,0,6.27,,,
8581,3,1.5,9.93,0,0,11.44,,,
