,LATITUDE,LONGITUDE
0,-37.81393825,144.9545865
1,-37.817843249999996,144.95639674999998
2,-37.812504,144.95956725000002
3,-37.814953,144.96066975000002
4,-37.8173775,144.96178325
5,-37.8110615,144.96451374999998
6,-37.8149535,144.96632449999998
7,-37.809627,144.969356
8,-37.81206975,144.970537
9,-37.814496999999996,144.97168150000002
